Name,Actual_PublishMonth,Predicted_PublishMonth
Ruby Ridge: The Truth and Tragedy of the Randy Weaver Family,2,9
Moral Education,11,10
A Challenge for Higher Education in Ontario,12,12
The Lady Who Liked Clean Restrooms: The Chronicle Of One Of The Strangest Stories Ever To Be Rumoured About Around New York,6,2
Joshua: Jesus Son of Naue in the Codex Vaticanus,11,1
Arthur's Back to School Day,7,4
Karen,8,12
Blood Into Ink: South Asian And Middle Eastern Women Write War,7,12
Blue Heron,9,1
Small Change: The Secret Life of Penny Burford,9,1
The Gospel Of The Essenes,3,12
The World of Wine,11,1
Bringing Words to Life: Robust Vocabulary Instruction,3,4
"Nightlights: Stories and Advice to Help Your Child Discover Peace, Confidence, and Creativity",3,6
The Best Business Books Ever: The 100 Most Influential Management Books You'll Never Have Time To Read,7,6
Hannah's Garden,4,2
"The Lieutenant Nun: Transgenderism, Lesbian Desire, and Catalina de Erauso",1,8
"Elvis Costello, Joni Mitchell, and the Torch Song Tradition",4,1
The Secret of Poetry,4,10
Looking for Chengdu,11,9
Heavy Drinking: The Myth of Alcoholism as a Disease,6,6
Stain My Days Blue: A Collection of Poems,1,1
The Making of a Reiki Master: The Transformation of an Ordinary Man Led by Spirit,8,1
The Life of Timon of Athens,11,2
Playing for Keeps: A History of Early Baseball,3,2
When the Library Lights Go Out,10,12
Our Mothers' War: American Women at Home and at the Front During World War II,3,10
Binge Breaker!(TM): Stop Out-of-Control Eating and Lose Weight,11,1
Approaches to Teaching Emily Bronte's Wuthering Heights (Approaches to Teaching World Literature),6,11
Stories from Adam and Eve to Ezekiel,8,1
The Long Shot,9,7
The Letters of Charlotte BrontÃ«: With a Selection of Letters by Family and Friends Volume III: 1852-1855 (Letters of Charlotte Bronte),4,6
After the Night,4,1
Proofs Without Words II,12,2
Radical Feminism Today,4,6
"Lone Wolf: Eric Rudolph: Murder, Myth, and the Pursuit of an American Outlaw",11,10
"Cocaine Abuse: Behavior, Pharmacology, and Clinical Applications",9,1
The Pillars of Hercules,10,3
Dudley Do-Right,8,1
"Oceans of Fire (Stony Man, #86)",12,11
Ratni Kandid,1,1
Papers of Viiith International Congress on the Economic and Social History of Turkey,7,10
John Thompson's Easiest Piano Course - Part 1 - Book Only,11,2
"Be the Coolest Dad on the Block: All of the Tricks, Games, Puzzles and Jokes You Need to Impress Your Kids (and keep them entertained for years to come!)",5,8
Love & Respect with Bonus Seminar DVD: The Love She Most Desires; The Respect He Desperately Needs,12,6
A Grammar for Biblical Hebrew (Revised Edition),9,3
"Great Drawings and Illustrations from Punch, 1841-1901",9,1
The Dark Tower (The Dark Tower #7),9,9
The Sound of Wings: the Life of Amelia Earhart,2,2
"Evil Powers (Fear Street Collector's Edition, #5)",6,2
The Kingdom and the Power,11,4
The Night We Met: The Panty Raid\Frame by Frame\Three Wishes,10,1
"Tap Clap and Sing!, Bk 1: Note-Reading Activity",10,1
"Pierre Bourdieu: Language, Culture and Education: Theory Into Practice",12,1
Walking with Kathleen Norris: A Contemplative Journey,7,3
Why Did Pete Duel Kill Himself,12,6
The Fabulous Lunts: A Biography of Alfred Lunt and Lynn Fontanne,4,10
The Essential Smith Wigglesworth: Selected Sermons by Evangelist Smith Wigglesworth from Powerful Revival Campaigns Around the World,1,12
"Going Nucular: Language, Politics and Culture in Confrontational Times",5,3
"You Were on My Mind (The Midwives, #1)",7,1
Berkeley's Principles and Dialogues: Background Source Materials,7,1
Brundibar,11,1
"Ramona's World (Ramona Quimby, #8)",3,4
A Woman's Guide to Running: Beginner to Elite,3,1
Continuous Project Altered Daily: The Writings of Robert Morris,1,1
Death and the Dogwalker,4,6
Microsoft Windows Movie Maker Handbook,11,1
"Great Women Mystery Writers, 2nd Edition",11,1
Tony Blair: The Man Behind The Smile,3,5
Substance Abuse Counseling: Theory and Practice,5,2
A Little Light on Angels,1,1
Poverty and Human Rights: Sen's 'capability Perspective' Explored,10,12
A Girl's Best Friend: Why Dogs Are Better Than Diamonds,1,10
Books and Islands in Ojibwe Country: Traveling Through the Land of my Ancestors,6,6
Garfield Eats Crow (Garfield #39),1,7
"Arms, Armies and Fortifications in the Hundred Years War",11,1
Russian and East European Books and Manuscripts in the United States: Proceedings of a Conference in Honor of the Fiftieth Anniversary of the Bakhmeteff Archive of Russia,2,1
Special Edition Using Visual C++ 6,8,1
The Heart Is a Traitor,1,1
Outline of International Finance: Exchange Rates and Payments Between Countries,1,1
The Child,4,3
How to Act Like a CEO: 10 Rules for Getting to the Top and Staying There,2,11
Critical Companion to William Butler Yeats: A Literary Reference to His Life and Work,4,5
Our Araby: Palm Springs and the Garden of the Sun,12,1
Jansenism: Catholic Resistance to Authority from the Reformation to the French Revolution,1,9
"Gambling Addiction: The Problem, the Pain, and the Path to Recovery",3,1
Hippie,8,12
Awakening Spirits,4,2
More Than You Know: Finding Financial Wisdom in Unconventional Places,4,5
Manufacturing Resource Planning: MRP II: Unlocking America's Productivity Potential,3,9
Time's Dark Laughter,10,8
Conscience and Courage: Rescuers of Jews During the Holocaust,1,6
The K&W Guide to Colleges for Students with Learning Disabilities or Attention Deficit Disorder,9,2
"Alba: A Biography of Fernando Alvarez de Toledo, Third Duke of Alba, 1507-1582",1,1
The Big Deal about Alcohol: What Teens Need to Know about Drinking,7,1
Thirteen Ways of Looking for a Poem: A Guide to Writing Poetry,12,1
Einsatz Von Interactive Video Im Computerunterstuetzten Universitaeren Unterricht: Cullis Teilprojekt II,1,1
The Vein of Gold: A Journey to Your Creative Heart,9,9
Early Works: Lucian Freud,6,1
The Happiness Experiment,1,4
The Plant,7,10
Jung to Live by,10,4
How the Other Half Dies,2,1
Shaker Village Views,8,8
Lyulph Stanley: A Study In Educational Politics,11,1
Heart of a Pagan,4,4
Muhammad Ali Handbook,4,12
Irresistible Impulse: A True Story of Blood and Money,9,1
Proactive Selling: Control the Process -- Win the Sale,3,12
Fevre Dream,1,1
"Archaeology, History, and Custerâ€™s Last Battle: The Little Big Horn Reexamined",9,7
"Frozen Summer (Remembrance ""Mem"" Nye #2)",6,5
Gardening with Ed Hume: Northwest Gardening Made Easy,2,9
Iris Murdoch Chronology,12,3
"American Pragmatism: Peirce, James, and Dewey",2,1
Death Traps: The Survival of an American Armored Division in World War II,4,9
Andrew Jackson and His Indian Wars,6,6
Issac Air Freight: The Works : Sketches from the Premier Christian Comedy Group,4,1
Everything You Need to Know about House Training Puppies & Adult Dogs,5,11
"Witch, Witch Come To My Party",10,8
Communication Technology and Social Change: Theory and Implications,11,5
Choices of Love,12,11
"The Letters of Virginia Woolf, 1936-1941",10,7
George Sand and Frederick Chopin in Majorca,9,9
"Cheng Man-Ching's Advanced Tai-Chi Form Instructions: With Selected Writings on Meditation, the I Ching, Medicine, and the Arts",6,10
Living With Stroke: A Guide for Families,12,5
Introduction to Emergency Management (Butterworth-Heinemann Homeland Security),10,1
Dick Barton: Special Agent,9,1
Development and Structural Change in Asia-Pacific: Globalising Miracles or the End of a Model?,3,1
Common Sense Not Needed: Bringing the Gospel to the Mentally Handicapped,10,2
The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,6,1
"Earthseed (Seed, #1)",1,3
The Work of Teachers in America: A Social History Through Stories,3,1
"Democratization, Liberalization & Human Rights in the Third World",3,1
Tutorials in Learning and Memory,12,1
Understanding Jamaica Kincaid,4,3
A Doctor's Guide to Helping Yourself with Homeopathic Remedies,1,1
"Little Town on the Prairie  (Little House, #7)",1,3
In the Footsteps of Agatha Christie,5,8
Buffalo Head Solos,1,1
"Computer Chips and Paper Clips: Technology and Women's Employment, Volume II: Case Studies and Policy Perspectives",2,1
The Lost World of the Kalahari,12,12
Paradise in the Sea of Sorrow: Our Minamata Disease,1,3
The Edges of the Field: Lessons on the Obligations of Ownership,6,6
Aqa Gcse Science. Core Higher. Student's Book,3,10
"Mallory Vs. Max (Mallory McDonald, #3)",1,7
Earthquake Games: Earthquakes and Volcanoes Explained by 32 Games and Experiments,9,1
The Truelove (Aubrey & Maturin #15),7,1
Wild Nights: (Mostly) True Stories of Women Loving Women,2,3
Wicked Pleasures,3,9
Holy Discontent: Fueling the Fire That Ignites Personal Vision,5,6
Little Girls Tiny Bible Storybook,7,1
Handling Sin: Confession in the Middle Ages,11,1
The Churchill War Papers: The Ever-Widening War,1,4
Super Power Breathing: For Super Energy High Health & Longevity,7,9
"What's the Time, Mr. Wolf? (Mr. Wolf Books)",6,7
She Means Business: 7 New Rules for Marketing to Today's Woman,10,6
"People of the Plains: The Soldiers (Tony Hillerman's Frontier, #3)",11,4
Secrets & Sovereigns: The Uncollected Stories of E. Phillips Oppenheim,4,7
The Mystery Chronicles: More Real-Life X-Files,4,11
One Hundred Years After Tomorrow: Brazilian Women's Fiction in the Twentieth Century,2,1
Processes of Constitutional Decisionmaking Supplement: Cases and Materials,8,1
The Anatomy of Dependence,2,12
Trump University Marketing 101: How to Use the Most Powerful Ideas in Marketing to Get More Customers,4,9
The Savvy Girl's Guide to Money: The Savvy Way to Have the Life You Want,3,6
Hugo L. Black: Cold Steel Warrior,9,9
"Hollywood And Whine: The Snippy, Snotty, and Scandalous Things Stars Say About Each Other",8,3
"Competing Visions of World Order: Global Moments and Movements, 1880s-1930s",3,1
Casting Might-Have-Beens: A Film by Film Directory of Actors Considered for Roles Given to Others,1,9
Matisse Picasso and Gertrude Stein,1,1
Abnormal States of Brain and Mind Selected Reading from the Encyclopedia,1,1
"Hunting for Hidden Gold (Hardy Boys, #5)",11,11
Tales from a Distant Planet,1,8
Learning to Live with the Love of Your Life . . . and Loving It,11,6
Mercer Commentary on the New Testament,1,1
Object Lessons: The Life of the Woman and the Poet in Our Time,7,6
Who Really Killed Cock Robin?,5,12
Take No Farewell,7,8
The Pocket Idiot's Guide to Superfoods,3,1
Saints and Scholars,1,5
The Dialogue in Hell Between Machiavelli and Montesquieu: Humanitarian Despotism and the Conditions of Modern Tyranny,7,8
Jackson,2,4
No Man Is an Island,6,5
International Environmental Policy: From the Twentieth to the Twenty-First Century,12,12
"La Prime (Stephanie Plum, #1)",10,9
"Governance for a New Century: Japanese Challenges, American Experience",7,4
Beyond the Ark: Tools For An Ecosystem Approach To Conservation,10,1
Which Witch is Which?,9,7
Stolen Woman,11,12
A Cat Named Brat (Alice Nestleton Mystery #20),7,4
"N. Scott Momaday (Gale Study Guides to Great Literature Series, Volume 12)",5,1
What About Me?: Growing Up With A Developmentally Disabled Sibling,10,4
Human Resource Management in Schools and Colleges,4,1
"Countdown to Your Perfect Wedding: From Engagement Ring to Honeymoon, a Week-by-Week Guide to Planning the Happiest Day of Your Life",2,3
The Art of Software Security Assessment: Identifying and Preventing Software Vulnerabilities,11,10
Joy at Work: A Revolutionary Approach To Fun on the Job,7,12
Real-Time Optical Information Processing,1,1
Such a Little Secret,4,1
Finding Herself: Pathways to Identity Development in Women,1,4
"The Scary Snake Mystery (Cam Jansen Mysteries, #17)",2,3
The Truth about Getting Your Point Across... and Nothing But the Truth,1,7
Ibaby: Goodnight Faces,8,1
"The Secret Agent on Flight 101 (Hardy Boys, #46)",1,6
Chernevog (Russian Stories #2),10,7
Born to Belonging: Writings on Spirit and Justice,8,11
Psychology Core Concepts,6,1
Capitalism From Above and Capitalism From Below: An Essay in Comparative Political Economy,12,1
Lizzie Mcguire: Episode Guide,11,4
"Star-Spangled Eden: 19th Century America Through the Eyes of Dickens, Wilde, Frances Trollope, Frank Harris, and Other British Tra",4,10
Microsoft Visual Basic 2005 Express Edition Programming for the Absolute Beginner,7,8
Word Smart for the GRE (Smart Guides),7,2
Who Put the Butter in Butterfly?: And Other Fearless Investigations Into Our Illogical Language,6,12
Balinese Dance in Transition: Kaja and Kelod,5,1
Collected Works 16 1858-60,12,1
Baby Ducks Day,2,1
"Dear Prez, I Wanna Tell Ya!: Bob Hope's Presidential Jokebook",8,9
Guide to Energy Management,10,3
Sons Of Glory,5,1
Hezbollah: The Changing Face of Terrorism,10,7
The Dragon Reborn,8,1
Shannon's Law - An Avalon Western,1,9
St. Thomas Aquinas: And The Preaching Beggars,3,5
American Green: The Obsessive Quest for the Perfect Lawn,3,1
Executive Learning: Successful Strategies for College Reading and Studying,7,1
U.S. Army Special Operations Command: Night Stalkers Special Operations Aviation,9,8
Hosting Wedding Parties,3,3
"L'enfance du Christ, Op. 25 in Full Score: Sacred Trilogy for Solo Voices, Chorus and Orchestra",2,6
Festus & Mercury: Wishing to Go Fishing,7,4
DSM-IV-TR in Action,6,10
GÃ©nome : Autobiographie de l'espÃ¨ce humaine en vingt-trois chapitres,9,5
The Fundamentals of Business-To-Business Sales & Marketing,9,7
"Chihuly at the Royal Botanic Gardens, Kew",8,6
"The Paris Review Interviews, II: Wisdom from the World's Literary Masters",10,7
Implementing SSH: Strategies for Optimizing the Secure Shell,10,1
"Literatur Als Theologieersatz: Heinrich BoÌˆll: ""Sie Sagt, Ihr Kuba Ist Hier Und Auch Ihr Nicaragua""",8,1
"Smart Women Publish! Creating, Publishing, and Promoting Your Non-Fiction Book",9,12
The Elements of San Joaquin,2,8
"Things to Bring, S#!t to Do: And Other Inventories of Anxiety: My Life in Lists",10,8
Study Guide and Solutions Manual to Accompany Organic Chemistry,8,6
Complete Kitten Care,6,1
"Goetia (Hellgate: London, #2)",2,4
Exile in the Kingdom,9,1
Dark Things II,6,1
Meister Eckhart from Whom God Hid Nothing,12,1
"Documentary Theatre in the United States: An Historical Survey and Analysis of Its Content, Form, and Stagecraft",6,1
Legal Positivism in American Jurisprudence,11,1
"Heroes, Rogues, and Lovers: Testosterone and Behavior",8,12
"King, The Complete Edition: A Comics Biography of Martin Luther King, Jr.",2,10
Korean Women,12,1
Crazy Party at the House of Fun,10,8
Disney's Winnie the Pooh: Easy-to-Read Stories,9,10
The Lone Man,1,9
Field and Laboratory Methods for General Ecology,8,10
John Paul II and the New Evangelization,3,10
"Fade to Clear (Allen Choice, #3)",5,3
"The Wines of Argentina, Chile and Latin America",7,1
The Stepford Wives,7,6
The God of Nightmares,6,7
"Good Grief, It's Your Birthday!",8,10
"Autobiographie ALS Lebenserfahrung Und Fiktion: Untersuchungen Zu Den Erinnerungen an Die Kindheit Im Faschismus Von Christa Wolf, Nicolaus Sombart Und Eva Zeller",9,5
Swedish American Life (Ethnic History of Chicago),1,1
Calendar Year,3,1
Fashion Photography: Patrick Demarchelier,4,9
A Modern Approach to Classical Repertoire - Part 1: Guitar Technique,12,12
AndrÃ© Malraux,1,1
Sacred Hula: The Historical Hula ALA Apapa,3,1
"Student Solutions Manual for Stewart/Redlin/Watson's Precalculus: Mathematics for Calculus, 5th",10,3
Strategies for Asia-Pacific Shipping,3,1
The Cornkister Days: A Portrait of a Land and its Rituals,1,8
What Stories Does My Son Need?: A Guide to Books and Movies that Build Character in Boys,6,11
"Closing Arguments: Clarence Darrow on Religion, Law, and Society",8,12
"God, Honor, Fatherland: A Photo History of Panzergrenadier Division ""Grossdeutschland"" on the Eastern Front 1942-1944",2,10
The Church That Forgot Christ,7,4
Encyclopedia of Women and American Politics,11,1
"Finding Father Christmas (Father Christmas, #1)",10,9
"Valhalla Rising (Dirk Pitt, #16)",7,9
Cosmic Trigger: Die letzten Geheimnisse der Illuminaten oder An den Grenzen des erweiterten Bewusstseins,11,1
First Course in Mathematical Logic,6,3
The Education of the Heart: The Correspondence of Rachel Mordecai Lazarus and Maria Edgeworth,1,1
"Father, Have I Kept My Promise? Madness as Seen from Within",4,8
"Understanding A Raisin in the Sun: A Student Casebook to Issues, Sources, and Historical Documents",9,1
"Constitutional Law and Politics, Volume 2",7,11
.Net Gotchas,5,11
British Bad Boys,3,1
Callie and the Stepmother,5,12
Roger's Umbrella,9,8
Without Fear of Being Happy,10,12
Unlikely Warriors: General Benjamin H. Grierson and His Family,3,7
The Northern Isles: Orkney and Shetland,11,1
